0	0.263013
1	0.227809
2	0.20082
3	0.177304
4	0.155551
5	0.135807
6	0.118191
7	0.102912
8	0.090131
9	0.079929
10	0.072141
11	0.066521
12	0.062864
13	0.060815
14	0.059886
15	0.060029
16	0.061007
17	0.062518
18	0.064288
19	0.066212
20	0.068055
21	0.069703
22	0.071102
23	0.07212
24	0.07273
25	0.073092
26	0.073233
27	0.073168
28	0.073101
29	0.072984
30	0.072737
31	0.072439
32	0.072142
33	0.071875
34	0.071615
35	0.07148
36	0.071419
37	0.071391
38	0.071493
39	0.071641
40	0.071785
41	0.071846
42	0.071896
43	0.072047
44	0.072119
45	0.072269
46	0.072647
47	0.073034
48	0.073327
49	0.073506
50	0.073497
51	0.073374
52	0.073099
53	0.07277
54	0.07225
55	0.07171
56	0.071193
57	0.070757
58	0.070423
59	0.07022
60	0.070166
61	0.070282
62	0.070538
63	0.070898
64	0.071202
65	0.071525
66	0.07172
67	0.071898
68	0.072039
69	0.072071
70	0.072108
71	0.072303
72	0.07233
73	0.072263
74	0.072192
