0	0.264492
1	0.196997
2	0.155091
3	0.127305
4	0.106930
5	0.092290
6	0.082210
7	0.075377
8	0.070560
9	0.067148
10	0.065140
11	0.064140
12	0.063768
13	0.063182
14	0.063570
15	0.064867
16	0.065726
17	0.066635
18	0.067156
19	0.067371
20	0.067354
21	0.067941
22	0.067965
23	0.067552
24	0.067230
25	0.067090
26	0.066999
27	0.067379
28	0.067652
29	0.068156
30	0.067908
31	0.067577
32	0.068056
33	0.068056
34	0.068089
35	0.068874
36	0.069577
37	0.070006
38	0.070155
39	0.070015
40	0.069734
41	0.070138
42	0.070824
43	0.071510
44	0.071857
45	0.072378
46	0.072551
47	0.072989
48	0.072336
49	0.072072
50	0.071766
51	0.071188
52	0.070973
53	0.070304
54	0.069783
55	0.068577
56	0.068081
57	0.068436
58	0.068833
59	0.068560
60	0.068056
61	0.067891
62	0.067453
63	0.068007
64	0.068230
65	0.069040
66	0.069304
67	0.069610
68	0.070535
69	0.070609
70	0.070485
71	0.070229
72	0.070072
73	0.070337
74	0.071841
75	0.072617
76	0.073245
77	0.073766
78	0.073187
79	0.072369
80	0.071386
81	0.070444
82	0.070188
83	0.069717
84	0.069321
85	0.069486
86	0.070510
87	0.071237
88	0.071535
89	0.071138
90	0.070469
91	0.069866
92	0.069271
93	0.069263
94	0.069205
95	0.069477
96	0.069321
97	0.069420
98	0.069453
99	0.069527
100	0.069411
101	0.068296
102	0.068023
103	0.068081
104	0.067842
105	0.067387
106	0.067833
107	0.068387
108	0.068503
109	0.068478
110	0.068453
111	0.068321
112	0.068403
113	0.068668
114	0.069106
115	0.070246
116	0.071328
117	0.071353
118	0.071072
119	0.071014
120	0.071180
121	0.071039
122	0.071254
123	0.035718
124	0.000000
125	0.000000
126	0.000000
127	0.000000
128	0.000000
129	0.000000
130	0.000000
131	0.000000
132	0.000000
133	0.000000
134	0.000000
135	0.000000
136	0.000000
137	0.000000
138	0.000000
139	0.000000
140	0.000000
141	0.000000
142	0.000000
143	0.000000
144	0.000000
145	0.000000
146	0.000000
147	0.000000
148	0.000000
149	0.000000
150	0.000000
151	0.000000
152	0.000000
153	0.000000
154	0.000000
155	0.000000
156	0.000000
157	0.000000
158	0.000000
159	0.000000
160	0.000000
161	0.000000
162	0.000000
163	0.000000
164	0.000000
165	0.000000
166	0.000000
167	0.000000
168	0.000000
169	0.000000
170	0.000000
171	0.000000
172	0.000000
173	0.000000
174	0.000000
175	0.000000
176	0.000000
177	0.000000
178	0.000000
179	0.000000
180	0.000000
181	0.000000
182	0.000000
183	0.000000
184	0.000000
185	0.000000
186	0.000000
187	0.000000
188	0.000000
189	0.000000
190	0.000000
191	0.000000
192	0.000000
193	0.000000
194	0.000000
195	0.000000
196	0.000000
197	0.000000
198	0.000000
199	0.000000
