0	0.224223
1	0.191874
2	0.163276
3	0.137832
4	0.115335
5	0.096199
6	0.08055
7	0.068452
8	0.059694
9	0.053868
10	0.050375
11	0.048655
12	0.048105
13	0.048177
14	0.048582
15	0.049176
16	0.049777
17	0.05028
18	0.050557
19	0.050683
20	0.050721
21	0.050814
22	0.050986
23	0.051139
24	0.051349
25	0.051568
26	0.05175
27	0.051954
28	0.05229
29	0.052577
30	0.052789
31	0.052822
32	0.052922
33	0.052931
34	0.052744
35	0.052485
36	0.052107
37	0.051649
38	0.0513
39	0.05109
40	0.051032
41	0.050979
42	0.051055
43	0.051099
44	0.051034
45	0.050866
46	0.05068
47	0.050558
48	0.050444
49	0.050478
50	0.050534
51	0.050632
52	0.050893
53	0.051241
54	0.051667
55	0.052034
56	0.052108
57	0.052061
58	0.052031
59	0.051978
60	0.05179
61	0.051492
62	0.051207
63	0.051047
64	0.051068
65	0.051229
66	0.051427
67	0.051559
68	0.051673
69	0.051752
70	0.051781
71	0.05163
72	0.051443
73	0.051451
74	0.051396
