0	0.267472
1	0.23072
2	0.203001
3	0.181985
4	0.164133
5	0.148165
6	0.133819
7	0.120986
8	0.109448
9	0.0995
10	0.091234
11	0.084733
12	0.079869
13	0.076401
14	0.074167
15	0.072876
16	0.072326
17	0.072348
18	0.072779
19	0.073353
20	0.074055
21	0.074854
22	0.075774
23	0.07666
24	0.077378
25	0.077973
26	0.078441
27	0.078667
28	0.078848
29	0.078844
30	0.078803
31	0.07875
32	0.078656
33	0.078591
34	0.078343
35	0.077946
36	0.077349
37	0.076722
38	0.076117
39	0.07551
40	0.074989
41	0.074407
42	0.073843
43	0.073331
44	0.073104
45	0.073039
46	0.073125
47	0.073265
48	0.073554
49	0.073869
50	0.074141
51	0.074389
52	0.074557
53	0.074758
54	0.074951
55	0.074925
56	0.07476
57	0.074618
58	0.074494
59	0.074274
60	0.073947
61	0.07358
62	0.073269
63	0.072908
64	0.072683
65	0.072483
66	0.072296
67	0.072257
68	0.072319
69	0.072321
70	0.072442
71	0.072551
72	0.072576
73	0.072597
74	0.072664
